index,enmo__sum_values,enmo__median,enmo__mean,enmo__length,enmo__standard_deviation,enmo__variance,enmo__root_mean_square,enmo__maximum,enmo__absolute_maximum,enmo__minimum,light__sum_values,light__median,light__mean,light__length,light__standard_deviation,light__variance,light__root_mean_square,light__maximum,light__absolute_maximum,light__minimum,hour__sum_values,hour__median,hour__mean,hour__length,hour__standard_deviation,hour__variance,hour__root_mean_square,hour__maximum,hour__absolute_maximum,hour__minimum,weekday__sum_values,weekday__median,weekday__mean,weekday__length,weekday__standard_deviation,weekday__variance,weekday__root_mean_square,weekday__maximum,weekday__absolute_maximum,weekday__minimum,relative_date_PCIAT__sum_values,relative_date_PCIAT__median,relative_date_PCIAT__mean,relative_date_PCIAT__length,relative_date_PCIAT__standard_deviation,relative_date_PCIAT__variance,relative_date_PCIAT__root_mean_square,relative_date_PCIAT__maximum,relative_date_PCIAT__absolute_maximum,relative_date_PCIAT__minimum,kid_id,peak_movement_hour,peak_light_hour,avg_movement_day,avg_movement_night
10,961.1982422,0,0.002424916951,396384,0.02698325366,0.0007280959398,0.02709199861,3.922166348,3.922166348,0,1711893.75,0.5,4.318776131,396384,51.85653305,2689.099854,52.0360527,2590.199951,2590.199951,0,9692364,24,24.4519558,396384,6.63424921,44.01325989,25.33596992,36,36,13,4559580,12,11.50293655,396384,6.931120905,48.04043701,13.4297426,23,23,0,1650888,4,4.164870429,396384,1.999259033,3.997036681,4.61986822,7,7,1,22c72c4e,18,17,0.0028674318,0.0011020772
11,9651.859375,0.004299940541,0.02418285049,399120,0.0693429485,0.004808444064,0.07343878597,3.108276367,3.108276367,0,18194108,4.489775658,45.58555984,399120,216.5608063,46898.58594,221.3066101,2619.399902,2619.399902,0,4589556,11,11.49918821,399120,6.90776572,47.71722724,13.41449055,23,23,0,1668744,4,4.181058328,399120,2.003136947,4.012557629,4.636141324,7,7,1,136297008,341,341.4938049,399120,6.679848671,44.6203804,341.559082,353,353,330,b3b200af,10,10,0.031118274,0.003259336
12,7201.696289,0.03086062521,0.07731455564,93148,0.1664442867,0.02770370245,0.1835245043,4.4933815,4.4933815,0,10334185,4.164975643,110.9437103,93148,389.4297485,151655.5313,404.9247131,2663.25,2663.25,0,1288052,14,13.82801563,93148,4.521355892,20.44265911,14.54842519,23,23,0,362239,4,3.888854296,93148,1.894981621,3.590955346,4.325984638,7,7,1,9477640,92,101.7481842,93148,18.79231834,353.1512146,103.4690475,141,141,81,ebf30e46,12,17,0.078144915,0.017670887
13,8679.400391,0.0002956640674,0.02188915573,396516,0.07999628037,0.006399404723,0.08293697238,3.845823765,3.845823765,0,7713230.5,3.290973902,19.45250702,396516,94.80052185,8987.139648,96.77572632,2555,2555,0,1551492,4,3.91281058,396516,2.082388958,4.336343773,4.432429403,7,7,1,9276312,23,23.39454651,396516,6.635797977,44.03381348,24.31745529,35,35,12,4562280,12,11.50591653,396516,6.929123966,48.01275893,13.4312648,23,23,0,2a0b8386,10,16,0.028360315,0.002535818
14,6323.95166,0.02664215118,0.05978908762,105771,0.1267867833,0.01607488655,0.1401771009,4.989702702,4.989702702,0,401371,4,3.794716888,105771,2.004470917,4.017903658,4.2915941,7,7,1,5825290,10.87378597,55.07454681,105771,201.0754242,40431.32422,208.4814911,2628.800049,2628.800049,0,1334347,13,12.61543334,105771,4.593127082,21.09681639,13.42557167,23,23,0,5170107,48,48.88019562,105771,6.036729336,36.44210052,49.25155258,110,110,42,71c1b1d2,16,13,0.06127808,0.026256705
15,363512.4688,2.045013905,14.66959095,24780,72.67312622,5281.382813,74.13893127,2453,2453,0,1348.079712,0.01746110246,0.0544019267,24780,0.1666718721,0.02777951397,0.175325647,5.874681473,5.874681473,0,44052,2,1.777723971,24780,0.5032462669,0.2532568052,1.84758202,3,3,1,1506072,61,60.77772522,24780,0.5032462478,0.2532567978,60.77980804,62,62,60,322452,15,13.0125908,24780,7.256413132,52.65553154,14.89909564,23,23,0,e683d2c9,11,11,0.0662097,0.011168957
16,9771.759766,0.003881862387,0.02414210886,404760,0.08471833915,0.007177197374,0.08809107542,4.267883778,4.267883778,0,4681320,12,11.56566854,404760,6.887854894,47.44254504,13.46132363,23,23,0,10349877,3.724174976,25.57040405,404760,146.0808563,21339.61719,148.3019257,2617,2617,0,6738708,17,16.64865112,404760,6.76900053,45.81937027,17.97211838,28,28,5,1624272,4,4.012926178,404760,1.90964258,3.646734782,4.444132232,7,7,1,bebff291,12,12,0.030316848,0.005163002
17,2553432.5,1.511557579,6.106294632,418164,14.0237751,196.6662598,15.29552555,566.2000122,566.2000122,0,8128.337402,0.005058656447,0.01943815686,418164,0.04672029987,0.002182786586,0.05060265213,3.612060308,3.612060308,0,32208280,77,77.02307892,418164,6.996814251,48.95541,77.34020996,89,89,65,4810776,12,11.50451976,418164,6.894939526,47.54019107,13.41246308,23,23,0,1701504,4,4.068987287,418164,1.906441984,3.634521037,4.493459534,7,7,1,d4d2f272,15,13,0.023498889,0.007121069
18,125.2286453,0,0.0003152309509,397260,0.002470114967,6.10E-06,0.002490148647,0.222226277,0.222226277,0,4568040,11,11.49886724,397260,6.923550008,47.93554471,13.42235048,23,23,0,238604.6094,0.3333333433,0.600625813,397260,5.811911583,33.7783165,5.84286499,1130,1130,0,1557984,4,3.921824498,397260,1.939219008,3.760570361,4.3750746,7,7,1,142853184,360,359.5961914,397260,6.648373604,44.20087433,359.6576843,371,371,348,81d3ab22,19,17,0.00034231873,0.00023401625
19,22997.43359,0.03239604086,0.07997132093,287571,0.1901643276,0.03616246954,0.2062956095,6.454380035,6.454380035,0,21117800,73,73.43508148,287571,9.300308228,86.49573517,74.02165985,89,89,56,40442284,10.25,140.634079,287571,411.0530701,168964.625,434.4451599,2652.5,2652.5,0,3791976,13,13.18622531,287571,4.996972031,24.96972948,14.10128602,23,23,0,1243771,5,4.32509189,287571,1.870634104,3.499271952,4.712291567,7,7,1,051680a0,13,13,0.08279422,0.017882504
20,3765.637451,0.002240215894,0.01035517175,363648,0.03122995608,0.0009753101622,0.03290197253,3.558952808,3.558952808,0,3462318.75,3.974879265,9.521071434,363648,27.41959572,751.8342285,29.02558899,2540.800049,2540.800049,0,1452288,4,3.993664203,363648,2.002628153,4.01051952,4.467647399,7,7,1,81726416,225,224.740448,363648,6.083890438,37.01372528,224.8227997,235,235,214,4186404,12,11.51224261,363648,6.920023825,47.88672974,13.43199388,23,23,0,1aff6762,15,13,0.01228906,0.0045371307
21,10219.50781,0.009720744565,0.02550846525,400632,0.07689604908,0.005913002882,0.08101657778,4.724081993,4.724081993,0,1607736,4,4.012999461,400632,1.916769631,3.674005818,4.447265507,7,7,1,8665615,7.280603409,21.62986183,400632,88.61523438,7852.660156,91.21685028,2587.199951,2587.199951,0,7471584,19,18.64949417,400632,6.702893734,44.92878342,19.81747627,30,30,7,4618776,12,11.52872462,400632,6.903002196,47.65143932,13.43737067,23,23,0,a0522c83,14,11,0.031243296,0.008119727
22,19657.81641,0.01227536704,0.04999546334,393192,0.1376009732,0.01893402636,0.1464021057,4.911168575,4.911168575,0,4891285.5,3.795176983,12.43994141,393192,45.0245018,2027.205811,46.71143723,2512.600098,2512.600098,0,4485276,11,11.40734291,393192,6.579565525,43.29068375,13.16883183,23,23,0,4531032,12,11.52371361,393192,6.953387841,48.34960247,13.45903331,23,23,0,1539288,4,3.91485076,393192,1.952109541,3.810731661,4.374561479,7,7,1,b447e66d,18,14,0.06357913,0.009825229
23,4581179.5,4.353282928,11.35867214,403320,42.26758957,1786.549194,43.7672081,2637.199951,2637.199951,0,1003.954346,7.30E-05,0.00248922524,403320,0.02319954708,0.0005382189993,0.02333270758,2.336522579,2.336522579,0,4656936,12,11.54650402,403320,6.888118118,47.44617121,13.44499633,23,23,0,1617864,4,4.011365665,403320,1.912125283,3.656223098,4.443790904,7,7,1,12353976,31,30.63070488,403320,6.746545315,45.51587296,31.36488342,42,42,19,9.02E+14,14,10,0.0029944833,0.0009435496
24,19230.26367,0.04093701392,0.09298517555,206810,0.1745428443,0.03046520613,0.197766155,3.047445059,3.047445059,0,2516177,12,12.16661187,206810,4.820224413,23.23456339,13.0866729,23,23,0,16804610,5.178341389,81.25627136,206810,326.3397827,106497.6563,336.3038025,2640.199951,2640.199951,0,8509469,41,41.14631271,206810,6.054833889,36.66101074,41.58942413,53,53,31,861567,4,4.16598327,206810,2.053120872,4.215305316,4.644429127,7,7,1,adbd6839,14,14,0.0984114,0.010623319
25,5236.409668,0.02600442804,0.05981870368,87538,0.1383191496,0.01913218759,0.1506999284,3.503941059,3.503941059,0,1990934.125,7.171294212,22.74365616,87538,65.987854,4354.396484,69.79734802,2468.199951,2468.199951,0,1580717,16,18.05749512,87538,5.574624538,31.0764389,18.89840126,43,43,12,1231716,14,14.07064361,87538,4.590121704,21.06921725,14.80041313,23,23,0,399794,4,4.567090863,87538,1.667925179,2.781974404,4.86212848,7,7,1,3e5d5b58,16,12,0.06081485,0.013474299
26,15208.26367,0.01195796952,0.03858711943,394128,0.09381167591,0.008800630458,0.1014376506,3.66950202,3.66950202,0,1541592,4,3.911399342,394128,1.951505077,3.808372064,4.371203139,7,7,1,58879912,149,149.392868,394128,6.595379353,43.49902725,149.5383759,161,161,138,3491106.75,2.912715197,8.85779953,394128,53.15903854,2825.883545,53.8919754,2576.399902,2576.399902,0,4540896,12,11.52137377,394128,6.946162811,48.2491778,13.45329816,23,23,0,cd68643b,14,13,0.049583882,0.0059633874
27,11427.62012,0.007058044896,0.02777631395,411416,0.08627464622,0.007443314418,0.09063573927,4.02759409,4.02759409,0,1672224,4,4.064557528,411416,1.912181639,3.656438622,4.49188897,7,7,1,5618189.5,6.5,13.65573883,411416,44.45034409,1975.83313,46.50066757,2608,2608,0,8246656,20,20.04456711,411416,6.88440752,47.39506531,21.19386101,32,32,8,4727760,11,11.49143446,411416,6.948173198,48.2771108,13.42870719,23,23,0,af4f064e,11,8,0.03582407,0.0038894846
28,901.5110474,0.0003373416257,0.002284434624,394632,0.01315215416,0.0001729791547,0.0133490758,1.961464882,1.961464882,0,4544088,12,11.51474792,394632,6.94391207,48.21791483,13.44646178,23,23,0,538313.625,0.7411139011,1.364090204,394632,13.29122353,176.6566315,13.36103916,1685.25,1685.25,0,4503768,11,11.41257668,394632,6.604255676,43.61619568,13.18571663,23,23,0,1607280,4,4.072857751,394632,1.942879445,3.77478054,4.512532637,7,7,1,554e46e9,13,14,0.0024052202,0.0019254909
29,19847.10938,0.0157521572,0.05581207573,355606,0.1322470605,0.01748928614,0.1435418874,4.531694889,4.531694889,0,18043904,6.469426632,50.7412796,355606,221.0166321,48848.35156,226.7664642,2650.399902,2650.399902,0,4760155,14,13.38603679,355606,5.932527886,35.19488711,14.64175086,23,23,0,1470959,4,4.136485324,355606,1.96850585,3.875015283,4.580996193,7,7,1,13654608,38,38.39813614,355606,9.604768753,92.25157928,39.58116531,55,55,22,8f21c613,15,16,0.059084706,0.027895378
30,20197.80664,0.009548972361,0.05085482448,397166,0.1601803005,0.02565772645,0.1680593491,6.740363598,6.740363598,0,58072536,8.144010544,146.2172852,397166,432.3968506,186967.0313,456.4499817,2642.5,2642.5,0,4567546,12,11.50034494,397166,6.924561445,47.9495512,13.42413815,23,23,0,1587978,4,3.998272763,397166,1.922890763,3.697508888,4.436630926,7,7,1,15283002,38,38.48013687,397166,6.647472858,44.18889236,39.0500946,50,50,27,3826be66,20,13,0.058651734,0.027485615
31,35400.59375,0.042982921,0.10301321,343651,0.1986842006,0.03947541118,0.2238015234,4.618104458,4.618104458,0,23547166,7.699999809,68.52058411,343651,258.1167603,66624.25781,267.0568237,2632.333252,2632.333252,0,4745291,14,13.80845975,343651,4.756409024,22.62342681,14.60469059,23,23,0,1384732,4,4.029471761,343651,2.031666508,4.127668798,4.5126834,7,7,1,33362926,97,97.08374786,343651,9.301177979,86.51191711,97.52829742,113,113,81,2898269f,14,14,0.10519859,0.03376919
32,10856.33691,0.01273824181,0.04720762372,229970,0.1263107955,0.01595441811,0.1348442733,4.77921629,4.77921629,0,53289880,233,231.7253571,229970,9.227169037,85.14064789,231.9090118,245,245,206,8268951.5,7.123810768,35.95665359,229970,118.8298645,14120.53711,124.1508026,2544.199951,2544.199951,0,2067897,8,8.992029395,229970,5.162309002,26.64943423,10.36851131,23,23,0,953785,5,4.147432274,229970,2.057329725,4.232605595,4.629665221,7,7,1,43f5d3c5,8,6,0.044375345,0.054022927
33,21340.73242,0.010449389,0.05754762888,370836,0.2176817954,0.04738536477,0.2251601368,7.085108757,7.085108757,0,22146550,7.667995453,59.72060394,370836,229.8700256,52840.23047,237.5011139,2654.5,2654.5,0,1478448,4,3.986797398,370836,1.9817193,3.927211382,4.452164067,7,7,1,4276512,12,11.53208426,370836,6.980388063,48.72581751,13.48016265,23,23,0,4059000,11,10.94553947,370836,6.202661514,38.4730072,12.58085155,22,22,0,76fb4afb,11,15,0.074736685,0.0067657176
34,10484.42676,0.004027111456,0.0249914825,419520,0.06860426068,0.004706544802,0.07301451266,3.043182135,3.043182135,0,9414399,7.5,22.44088173,419520,91.83639526,8433.923828,94.53844452,2642.5,2642.5,0,4857912,12,11.57969108,419520,6.92539927,47.96115505,13.4926054,23,23,0,1722336,4,4.105491991,419520,2.08401172,4.343104849,4.604146972,7,7,1,6413184,15,15.28695679,419520,7.01290226,49.18079758,16.81879616,27,27,3,fc2c2c08,14,13,0.031349134,0.0056242105
35,23924.08398,0.02998043783,0.06992810965,342124,0.1537676007,0.02364447527,0.1689213365,4.857859612,4.857859612,0,30067496,10.49775791,87.88478851,342124,315.5099182,99546.5,327.5213623,2631.600098,2631.600098,0,13619685,41,39.80920792,342124,10.73378944,115.214241,41.23090363,60,60,22,4712482,14,13.77419298,342124,5.325916498,28.36538654,14.76799847,23,23,0,1316841,4,3.849016731,342124,2.022787285,4.091668399,4.348171822,7,7,1,1837456f,14,14,0.07176876,0.03766863
36,18947.84375,0.02170282044,0.06161359325,307527,0.1328172684,0.01764042862,0.1464126557,4.325086594,4.325086594,0,1187244,4,3.860617117,307527,1.929174393,3.72171384,4.315794059,7,7,1,14201912,6.42900753,46.18102646,307527,229.9768372,52889.34375,234.5677185,2633.600098,2633.600098,0,4248623,14,13.8154471,307527,4.944692663,24.44998553,14.67366907,23,23,0,10177448,33,33.09448624,307527,8.712294579,75.90408325,34.22205734,50,50,18,4bc2bee9,19,14,0.06340324,0.015289835
37,25680.94531,0.008069522679,0.06359440088,403824,0.3050533235,0.09305753559,0.3116115928,7.23673439,7.23673439,0,1629468,4,4.035094497,403824,1.91309116,3.659917788,4.465636056,7,7,1,27601814,5.607142925,68.35109711,403824,273.6081543,74861.42969,282.01651,2641.600098,2641.600098,0,4675764,12,11.57871746,403824,6.960934439,48.45460827,13.51004465,23,23,0,36293760,90,89.87519073,403824,6.750207901,45.5653038,90.12832642,102,102,78,a402c6c8,15,14,0.08356319,0.0032872644
38,1686.097534,0.0002716608869,0.004132095724,408049,0.03488944098,0.00121727318,0.03513327986,2.063805819,2.063805819,0,6622844,10,16.23051071,408049,26.8955822,723.3723145,31.41340065,2287.800049,2287.800049,0,58359912,143,143.0218201,408049,6.826380253,46.59946823,143.1846771,155,155,131,4689113,11,11.49154391,408049,6.969793501,48.57802144,13.44000011,23,23,0,1655895,4,4.058078809,408049,1.914137968,3.663924162,4.486861685,7,7,1,035c96dd,15,14,0.0049338653,0.0017783747
39,10968.03516,0.005680830218,0.02794859558,392436,0.08699858189,0.00756875379,0.09137766063,3.824791431,3.824791431,0,10470878,0.8303855062,26.68174744,392436,165.91008,27526.15625,168.0418701,2663.666748,2663.666748,0,1601664,4,4.081338104,392436,1.952119591,3.810770897,4.524167505,7,7,1,4504812,11,11.47909978,392436,6.95996885,48.4411664,13.42426527,23,23,0,22199822,57,56.56927872,392436,6.566818714,43.12310791,56.94915009,68,68,45,29587a31,15,13,0.032774437,0.013714105
40,7844.919922,8.53E-06,0.02016543783,389028,0.106926769,0.01143333409,0.1088116691,4.66167593,4.66167593,0,28775886,4.661690712,73.96867371,389028,295.259552,87178.19531,304.3838806,2654.399902,2654.399902,0,4503768,12,11.57697646,389028,6.958720001,48.42378405,13.5074116,23,23,0,1550988,4,3.986828712,389028,1.937464092,3.753767108,4.432670784,7,7,1,4414896,11,11.34852982,389028,6.505706787,42.32422256,13.08103085,23,23,0,ab16a20d,15,15,0.026410896,0.0013401392
41,2362.988281,0.001223246334,0.005864775274,402912,0.02095981874,0.0004393140262,0.0217648726,1.556027174,1.556027174,0,2683421.25,4.546759605,6.660068035,402912,7.771362782,60.3940773,10.23477459,201,201,0,104640952,260,259.7116699,402912,6.737976551,45.40032959,259.7990723,271,271,248,4661604,12,11.56978199,402912,6.905477803,47.68562368,13.47388136,23,23,0,1659096,4,4.117762688,402912,1.944567513,3.781342814,4.553823928,7,7,1,fa34f945,22,16,0.0067448374,0.0031761264
42,12004.7373,0.009028190747,0.03181065619,377381,0.06538724154,0.004275490995,0.07271457464,2.322752476,2.322752476,0,9982946,3.25,26.4532299,377381,162.7483368,26487.01953,164.8841705,2654,2654,0,4333328,11,11.48263426,377381,6.943920947,48.21803812,13.4189764,23,23,0,1518476,4,4.023721385,377381,1.967093605,3.869457249,4.478815807,7,7,1,7585053,20,20.09919167,377381,6.316436291,39.89736557,21.0683403,31,31,9,c9600298,15,15,0.040483415,0.0060459417
43,10572.40918,0.01005511731,0.02731853351,387005,0.07394107431,0.005467282608,0.07882629335,4.085337639,4.085337639,0,17546326,11.07491493,45.33875656,387005,213.0546112,45392.26953,217.8253021,2608.600098,2608.600098,0,1611918,4,4.165108978,387005,2.043258906,4.174906956,4.639293023,7,7,1,4484652,12,11.58809834,387005,6.901819669,47.63511474,13.48774029,23,23,0,-13466294,-35,-34.79617691,387005,6.4716506,41.88226318,35.39287949,-24,46,-46,070386b2,14,14,0.03391918,0.007041213
44,869.8453979,0.02006244659,0.04930816963,17641,0.09042552114,0.008176774718,0.1029954851,1.902082682,1.902082682,0,297351,18,16.85567712,17641,6.027601959,36.33198537,17.90100099,23,23,0,174927.3125,7.529411793,9.915951729,17641,10.1026516,102.0635681,14.15590572,265.2000122,265.2000122,0,66797,4,3.786463352,17641,1.708616421,2.919370072,4.154115404,7,7,1,378155,21,21.43614388,17641,8.107275963,65.72792816,22.91803169,56,56,16,91656d27,17,17,0.05241275,0.020607939
45,16666.78711,0.005425801501,0.04215683043,395352,0.1251420081,0.01566052251,0.1320519596,4.597582817,4.597582817,0,9968139,2.489356041,25.2133255,395352,158.0944824,24993.86328,160.0924225,2623.800049,2623.800049,0,4543884,11,11.4932617,395352,6.939516786,48.15689322,13.42579449,23,23,0,1648176,4,4.168882414,395352,2.007077399,4.028359687,4.626871542,7,7,1,7334988,19,18.55305672,395352,6.616828442,43.78242111,19.6976738,30,30,7,3f1f23e7,17,14,0.054560885,0.0052053244
46,18726.53906,0.04188486189,0.08652189374,216437,0.1599230021,0.02557536587,0.1818279475,5.710727692,5.710727692,0,7004668,29,32.36354065,216437,14.01248455,196.3497162,35.26682281,83,83,15,2684442,12,12.40287936,216437,4.548732918,20.69097116,13.21069217,23,23,0,15050219,9.692753792,69.53625488,216437,258.0405579,66584.92188,267.245575,2620,2620,0,827387,4,3.822761358,216437,1.98445465,3.93806026,4.307152732,7,7,1,e46417a7,14,11,0.08958243,0.024249464
47,31684.46484,0.0298103001,0.07985982299,396751,0.1614642888,0.02607071772,0.1801341623,4.324766159,4.324766159,0,5174310,13,13.04170626,396751,4.890798162,23.91990666,13.92860398,23,23,0,38050068,96,95.90415192,396751,10.23369026,104.7284241,96.44861603,114,114,78,44908692,6.039096832,113.191124,396751,403.2702637,162626.9063,418.8546143,2642,2642,0,1565153,4,3.944925155,396751,1.966191687,3.865909751,4.407759547,7,7,1,7b0a4060,13,13,0.08321314,0.016287072
48,15076.25781,0.01023755409,0.03891330212,387432,0.1083707511,0.01174421981,0.1151453927,3.843052864,3.843052864,0,6217297,6.885752201,16.04745293,387432,37.70048904,1421.326782,40.97374344,2614,2614,0,8589768,22,22.17103386,387432,6.479328632,41.9817009,23.09840775,33,33,11,4485912,12,11.57857895,387432,6.892085372,47.50084077,13.47458093,23,23,0,1491360,4,3.849346466,387432,2.024070151,4.096859977,4.34906061,7,7,1,5f574f3d,16,15,0.049849033,0.0052693156
49,9328.405273,0.008767900988,0.02312216349,403440,0.04528110474,0.00205037836,0.05084302649,2.480839968,2.480839968,0,23323840,6.75,57.81241226,403440,241.084137,58121.55859,247.9190216,2637.399902,2637.399902,0,7136928,18,17.69018364,403440,6.747041702,45.52257156,18.93317795,29,29,6,1660992,4,4.117073171,403440,1.943056094,3.775466984,4.552555159,7,7,1,4667328,12,11.56882808,403440,6.899684299,47.60564342,13.47009378,23,23,0,8c1f9196,18,14,0.029160574,0.0046422943
50,20136.35156,0.04740135744,0.04884239286,412272,0.004144305363,1.72E-05,0.04901790246,0.6255505681,0.6255505681,0,4737888,11,11.49214111,412272,6.941514398,48.18462214,13.42586792,23,23,0,7415493.5,18,17.98689651,412272,0.4601852596,0.2117704749,17.99278259,111,111,0,19812384,48,48.0565834,412272,6.898869514,47.59440231,48.54925156,60,60,36,1676700,4,4.066975201,412272,1.911864121,3.655224417,4.493941666,7,7,1,5e57bd12,10,0,0.048838943,0.048852667
51,9502.049805,0.01645511575,0.0396470502,239666,0.06503655016,0.004229753278,0.07616850734,2.618648767,2.618648767,0,969490,4,4.045171197,239666,1.922667047,3.696648572,4.478845675,7,7,1,79105728,17.84053421,330.0665283,239666,666.9370117,444804.9375,744.1430664,2640.75,2640.75,0,3322918,14,13.8647871,239666,8.11525631,65.85738373,16.06516838,35,35,0,3136311,14,13.08617409,239666,6.34602175,40.27199205,14.54372526,23,23,0,d3da09e8,15,13,0.0427355,0.022900144
