kid_id,max_movement_day,min_movement_day,median_movement_day,std_movement_day,range_movement_day,max_movement_night,min_movement_night,median_movement_night,std_movement_night,range_movement_night,avg_light_day,max_light_day,min_light_day,median_light_day,std_light_day,range_light_day,avg_light_night,max_light_night,min_light_night,median_light_night,std_light_night,range_light_night,non_wear_rate,max_avg_movement_10min_mean,max_avg_movement_10min_max,max_avg_movement_10min_min,max_avg_movement_10min_median,max_avg_movement_10min_std,max_avg_movement_30min_mean,max_avg_movement_30min_max,max_avg_movement_30min_min,max_avg_movement_30min_median,max_avg_movement_30min_std,max_avg_movement_60min_mean,max_avg_movement_60min_max,max_avg_movement_60min_min,max_avg_movement_60min_median,max_avg_movement_60min_std
d4d2f272,3.6120603,0.0,0.00919743,0.052575726,3.6120603,1.0633146,0.0,0.00038588027,0.024307504,1.0633146,6.4325233,566.2,0.0,1.4817435,16.018257,566.2,5.304741,43.0,0.0,1.692436,6.9672856,43.0,0.258331659348964,0.187075490568707,0.479749871091917,0.0,0.146287645787622,0.157313897077754,0.113894016665076,0.366712796122657,0.0,0.0947576484229002,0.0977723119934715,0.0778817070645694,0.216770432795237,0.0,0.0638878156369255,0.0610780585897092
81d3ab22,0.22222628,0.0,0.0,0.002914138,0.22222628,0.003513195,0.0,0.0,0.0005384649,0.003513195,0.7121095,1130.0,0.0,0.33333334,6.9030714,1130.0,0.33005366,0.5152902,0.07594413,0.33333334,0.051957786,0.43934608,0.979746261893974,0.0032736654798674,0.0677456313606712,0.0,1.98923630597629e-05,0.013758727507981,0.0016024251323728,0.0288419846663023,0.0,1.50593408787043e-05,0.0058561803900493,0.0013117394937211,0.0224241679221565,0.0,1.21329890412704e-05,0.0045605053227717
051680a0,6.45438,0.0,0.034642547,0.19672292,6.45438,2.9058616,0.0,0.013773012,0.08044112,2.9058616,152.36473,2652.5,0.0,11.4375,427.68332,2652.5,13.742105,125.0,0.0,5.698745,22.358372,125.0,0.0,0.455753332140017,1.0090554951554,0.0403531667672856,0.476101821738606,0.237727418817332,0.291577207761209,0.673718813034541,0.0292703271556345,0.295532400194982,0.140603018757608,0.209844312445264,0.439229348874867,0.0215606021069666,0.195518821018272,0.0942231496941009
1aff6762,3.5589528,0.0,0.003229706,0.03564557,3.5589528,1.230004,0.0,0.00065418286,0.014998906,1.230004,9.756336,2540.8,0.0,3.890306,31.80979,2540.8,8.948014,63.2,0.0,4.136627,10.862646,63.2,0.638243576205561,0.104584227545005,0.271778309616881,0.0001698148545377,0.103599311155889,0.0771793832852999,0.0615427025668651,0.167698703724374,0.0001640869143254,0.0498560568612279,0.044080984094846,0.0457844032121397,0.105365443977886,0.0001619368112238,0.0344364755218191,0.0331696638764852
a0522c83,4.724082,0.0,0.011706717,0.08981679,4.724082,0.91114324,0.0,0.0048331665,0.016964542,0.91114324,23.942797,2587.2,0.0,7.070456,103.78368,2587.2,15.949043,149.25873,0.5,7.694927,25.287674,148.75873,0.0311907186645101,0.220125248120314,0.368906729044647,0.0623449324206187,0.217069406080312,0.0948025318572102,0.148202737444633,0.312828407134819,0.0306274361924403,0.133656410124468,0.0795264288542331,0.107608179254033,0.221458948203099,0.0264217267401534,0.0954733614804854,0.0544073182622577
b447e66d,4.9111686,0.0,0.01926985,0.15692873,4.9111686,3.0747778,0.0,0.0031909274,0.059926927,3.0747778,14.53452,2512.6,0.0,4.5824456,52.783115,2512.6,7.4232225,165.0,0.0,2.7224991,13.192418,165.0,0.0310459012390893,0.445279693654137,0.782568105640939,0.0081365884873472,0.450314296132171,0.157122691792423,0.274765407356154,0.362946248410615,0.0048501303442107,0.289620885916754,0.0757010569178769,0.208305638968817,0.2828403075684,0.0041732094413924,0.217496421471993,0.0544204753798737
9.0161E+14,2.3365226,0.0,7.101278e-05,0.027435565,2.3365226,0.009046249,0.0,7.94965e-05,0.001772386,0.009046249,12.157405,2637.2,0.0,4.4470124,49.31206,2637.2,9.378363,55.389652,0.0,3.890007,13.475911,55.389652,0.843459287910344,0.0429990626398625,0.59472836892431,2.59376893912607e-06,0.0004446915414519,0.123191629781621,0.0296291714075671,0.456438975193952,1.3335910093954e-06,0.0003788465095188,0.0930900507615806,0.0220887931072139,0.341084944006287,1.10331012750622e-06,0.0002947268700495,0.0693987765292153
adbd6839,3.047445,0.0,0.04494676,0.18246296,3.047445,1.5895222,0.0,0.010702814,0.07017017,1.5895222,89.85467,2640.2,0.0,5.12,344.90097,2640.2,13.676236,2297.6,0.0,5.4,58.581646,2297.6,0.0,0.558704938066018,1.12493699082018,0.105901461045141,0.557160194202637,0.261255013253744,0.367383464075308,0.633377547939179,0.0610990186982033,0.384139617586533,0.160985489421886,0.272198948951397,0.560476440837697,0.0400014045732295,0.255879201274834,0.12783755050535
3e5d5b58,3.503941,0.0,0.026674606,0.14009279,3.503941,0.30993164,0.0,0.006980006,0.02857864,0.30993164,23.120207,2468.2,0.0,7.2963576,66.8781,2468.2,10.2693405,82.51877,1.0,4.5833926,16.656492,81.51877,0.0,0.265216435906216,0.647832957437883,0.0078777630720348,0.196587564314056,0.233694537623253,0.18853895133425,0.455491623538698,0.0146865197394163,0.168353853921548,0.136235261695264,0.141348743175101,0.390171824409425,0.0108710061093254,0.110911598509993,0.104992452890334
cd68643b,3.669502,0.0,0.022374302,0.10842871,3.669502,0.89897543,0.0,0.0020281035,0.017300006,0.89897543,11.005279,2576.4,0.0,3.0,63.09992,2576.4,3.703846,50.8,0.0,2.7360253,3.8170567,50.8,0.0049400194860552,0.32688442121238,0.639787356400241,0.036939221767534,0.280934240589462,0.147752182137905,0.19679401071385,0.365226268447522,0.0228483662304168,0.17290009620483,0.0925951337670447,0.139822690870804,0.270356434715884,0.0156642539640112,0.123097628863606,0.0587625020027761
af4f064e,4.027594,0.0,0.012271769,0.10055038,4.027594,1.2827418,0.0,0.0015832526,0.018222377,1.2827418,15.117092,2608.0,0.0,6.111111,52.437138,2608.0,10.146649,68.6,0.0,7.118104,10.013616,68.6,0.0617939020358955,0.260716921490626,0.626805562552363,0.0447410719714147,0.249331665636252,0.14391716831113,0.168412920956822,0.392443931252375,0.0254729635519021,0.135593828440041,0.099848582428893,0.12076079080701,0.250331481928394,0.0138231869039967,0.101355501830787,0.0667308051385242
554e46e9,1.9614649,0.0,0.00035530786,0.01552313,1.9614649,0.043793093,0.0,0.00028591612,0.0030542023,0.043793093,1.5549127,1685.25,0.0,0.760759,15.802337,1685.25,0.905286,4.0,0.0,0.6826756,0.840113,4.0,0.862644184962193,0.0162094196844777,0.289947288661885,2.06787816978249e-05,0.0031116188717229,0.0585119251672031,0.0114078540539622,0.193484599315707,1.76185932761857e-05,0.002620159176806,0.0389841214395591,0.0081646871677608,0.120464883277438,1.51114938527523e-05,0.0020294468988872,0.0242327637575025
8f21c613,4.531695,0.0,0.017471017,0.13804604,4.531695,3.0277834,0.0,0.008651481,0.0855355,3.0277834,56.911186,2650.4,0.0,6.625,237.01436,2650.4,12.029247,1268.8,0.0,5.877193,33.723145,1268.8,0.0,0.358348196323352,0.743086087800718,0.126038608777632,0.312804087600671,0.174555344080798,0.235327163314936,0.582901233373882,0.0820775484066316,0.191376962566435,0.129415726382593,0.169239678349256,0.462218401675151,0.0596788470466613,0.132437551576831,0.099600769192026
3826be66,6.7403636,0.0,0.014141271,0.17614615,6.7403636,5.071244,0.0,0.0038504372,0.10800216,5.071244,202.54396,2642.5,0.0,9.846463,503.0848,2642.5,9.5571785,420.0,0.0,5.4149437,12.535428,420.0,0.0037213658772402,0.596865717740198,1.2471506708612,0.203020388893007,0.590938359553305,0.266504605324151,0.336080013159918,0.591341060444826,0.140392139678847,0.3139142918549,0.131445115123535,0.238055070191444,0.44385262932735,0.109605316755984,0.201851137768617,0.0955800567833313
2898269f,4.6181045,0.0,0.044825688,0.2015006,4.6181045,2.724924,0.0,0.010093297,0.08965909,2.724924,70.93927,2632.3333,0.0,7.9,263.16266,2632.3333,10.77834,150.34735,0.0,3.7611403,18.991726,150.34735,0.0,0.648022665046779,0.901753239768247,0.226023551668429,0.707516001847883,0.216959001246766,0.414774705500527,0.80697528940315,0.152550546136788,0.417841533286911,0.170408152448649,0.300502037163947,0.580417092221776,0.108634525003153,0.279571526849355,0.125601984744134
43f5d3c5,3.7793734,0.0,0.011407023,0.101423055,3.7793734,4.7792163,0.0,0.015027807,0.1602154,4.7792163,30.31424,2466.0,0.0,6.0,107.20702,2466.0,45.859787,2544.2,0.0,9.57523,136.30112,2544.2,0.0,0.279796415421812,0.785530433850363,0.051188114828013,0.196620019186715,0.207615114996857,0.17667846485615,0.519413293248383,0.031501365016053,0.108603055252984,0.140188309325905,0.127575412025756,0.407441771342524,0.0256828082994944,0.0819502675724309,0.100959053020165
76fb4afb,7.0851088,0.0,0.014187068,0.25590098,7.0851088,2.0307143,0.0,0.004405858,0.023917533,2.0307143,77.95014,2654.5,0.0,8.743608,270.2216,2654.5,15.873297,2407.8,0.0,6.320985,39.76861,2407.8,0.186103830264591,0.650393132015813,1.50726068565467,0.0043230133247561,0.754068925693476,0.403725830380726,0.438120856168832,0.808169770497221,0.0042860885694002,0.505932446870591,0.258312727559774,0.306929729550425,0.646525926718574,0.0042784504032978,0.351012474485785,0.183158684537892
fc2c2c08,3.0431821,0.0,0.006262657,0.0779002,3.0431821,2.1161523,0.0,0.0006371478,0.030455137,2.1161523,26.299044,2642.5,0.0,7.971917,108.13786,2642.5,12.917968,103.4,0.0,6.592658,16.13693,103.4,0.463188882532418,0.212463054979302,0.593628641031682,0.0002241510964481,0.215152101072541,0.152148063463953,0.141586122314297,0.461269520741987,0.0001046307883803,0.112590528180407,0.113938617781932,0.106000680253712,0.363491652885321,5.62833223028747e-05,0.0918014460391836,0.0840696664860662
1837456f,4.8578596,0.0,0.031692285,0.15790324,4.8578596,2.479824,0.0,0.012752219,0.083010465,2.479824,93.93458,2631.6,0.0,11.25,327.40756,2631.6,14.428938,366.0,0.0,6.797184,28.882006,366.0,0.0,0.32612083845522,0.709936657492653,0.0437633647328312,0.265120841278501,0.168727500029198,0.210261921365161,0.425072960009695,0.0316444102796766,0.188433788446127,0.105707492905963,0.154229800020357,0.326628786496036,0.0286931200425089,0.136646446501416,0.0674727527922135
4bc2bee9,4.3250866,0.0,0.022949446,0.13591646,4.3250866,1.2291485,0.0,0.00737258,0.056580104,1.2291485,48.420135,2633.6,0.0,6.305195,236.91222,2633.6,10.64808,476.5,0.0,7.9457865,12.828829,476.5,0.0,0.335313823049926,0.770405523507149,0.185139200071474,0.286682978219081,0.159980929602858,0.20460821687841,0.435441926184447,0.0836477050667175,0.17481294727214,0.0836932611646869,0.147819484800841,0.359078205160909,0.0732077087207522,0.135866383104592,0.0593957098974184
a402c6c8,7.2367344,0.0,0.021500517,0.35903722,7.2367344,0.4409307,0.0,0.00047858933,0.010387989,0.4409307,90.109146,2641.6,0.0,4.6192255,321.98465,2641.6,15.019228,111.333336,0.0,8.465046,15.295741,111.333336,0.0250430880779746,0.802128464626517,7.23446676333745,0.0008749692350098,0.459281447877099,1.38697562704901,0.599794191875344,7.23409691386753,0.0003012941604123,0.310075716837794,1.39453620707939,0.451170235455616,5.45553729786813,0.000153954804082,0.230813211761011,1.0521372958601
035c96dd,2.0638058,0.0,0.00027570923,0.039646525,2.0638058,1.2620628,0.0,0.0002617377,0.019148124,1.2620628,16.715103,2287.8,0.0,10.0,30.957428,2287.8,15.080379,80.2,0.0,10.0,12.797319,80.2,0.860850044970089,0.0579527940091108,0.461200118891672,3.39996451354333e-05,0.0003181532853583,0.125308789779242,0.0375720407129806,0.370332632111725,3.23997813565155e-05,0.0003060433656274,0.0854841446731763,0.0252774235059079,0.219533280652819,3.11342229906586e-05,0.0002856012380208,0.0546560892799206
29587a31,3.8247914,0.0,0.010456449,0.102429934,3.8247914,0.2645155,0.0,0.0025789128,0.017466,0.2645155,35.793377,2663.6667,0.0,0.88988584,196.79628,2663.6667,4.946848,53.5,0.10998642,0.7203865,11.544786,53.390015,0.62826295243046,0.224024993435497,0.774437231586004,2.35078368405084e-05,0.0740785669667022,0.254407300247509,0.150363963894164,0.518698234625562,2.1566229843807e-05,0.0594031477144906,0.159795859553075,0.109891105797941,0.340062724408411,2.03359298312636e-05,0.0487581219856616,0.10638457729201
ab16a20d,4.661676,0.0,1.551032e-05,0.12594327,4.661676,0.8699491,0.0,7.729927e-06,0.008738933,0.8699491,98.217606,2654.4,0.0,4.8701496,347.1008,2654.4,14.55151,172.64352,0.0,3.9141266,24.72303,172.64352,0.674275373494967,0.226407044027954,0.866332582357427,0.0,0.0516187465869336,0.275402987121398,0.133582172698138,0.459307208347794,0.0,0.0334124789112297,0.160530112815186,0.104481950491695,0.400402926281264,0.0,0.0240156581385032,0.128888781392848
fa34f945,1.5560272,0.0,0.0013160312,0.023510866,1.5560272,0.3829396,0.0,0.00093931076,0.012169148,0.3829396,7.1117816,201.0,0.0,4.731674,8.613896,201.0,5.5417266,32.333332,0.0,4.0762234,4.945774,32.333332,0.647493745532523,0.0565215985325605,0.172113344162032,1.03575455038178e-05,0.0680066473446762,0.0526228724779572,0.0379502209509995,0.105348372835526,9.08487039434173e-06,0.046641738159163,0.0345723420929186,0.0291411767895686,0.0924567997770011,9.01046173124895e-06,0.0364334439996594,0.0268020680386239
c9600298,2.3227525,0.0,0.018900124,0.07474333,2.3227525,0.64592904,0.0,0.00013839363,0.01459397,0.64592904,35.442192,2654.0,0.0,3.25,192.93152,2654.0,4.8481603,30.973913,0.0,3.2700195,4.834358,30.973913,0.0096401249665457,0.191685275822966,0.367200190597214,0.0985052036754496,0.185318864090368,0.0603759185697387,0.139052176917944,0.252942710923445,0.0836755041354182,0.133383612668796,0.0396687762567757,0.109434913892263,0.176460763541405,0.0650071682119896,0.112472052755368,0.0272606707556892
070386b2,4.0853376,0.0,0.013260798,0.08576465,4.0853376,1.6900029,0.0,0.0028310888,0.014830388,1.6900029,58.996258,2608.6,0.0,13.299965,250.87975,2608.6,11.327442,186.0,0.0,7.875682,8.409804,186.0,0.222410563171018,0.212724335980886,0.681526682712138,0.0023422034893883,0.194250137793521,0.179391860452123,0.133072636715064,0.362311959106612,0.0019511267009268,0.127417914542214,0.10197560428899,0.100533141887962,0.25027810996657,0.0019095619000533,0.0973527856364601,0.0712780254854378
91656d27,1.9020827,0.0,0.021838179,0.09476592,1.9020827,0.38163653,0.0,0.007439341,0.044605967,0.38163653,9.874575,265.2,0.0,7.145074,10.475552,265.2,10.20412,21.45465,0.0,12.863486,6.9712634,21.45465,0.0,0.131569248059139,0.585092984512691,0.0353346961303638,0.0745547623088896,0.157979719707871,0.0792734735982356,0.23317495354713,0.0239018914937939,0.0539253053760076,0.062544590478437,0.0774510887068756,0.124955818378129,0.041566302808812,0.0716985877289752,0.0307088838196957
3f1f23e7,4.597583,0.0,0.008473842,0.14515077,4.597583,2.1049995,0.0,0.0019359367,0.027852554,2.1049995,34.568687,2623.8,0.0,3.0,187.24005,2623.8,2.6616788,65.4,0.0,1.9644837,3.5232267,65.4,0.281624982294259,0.315256341134177,0.646367051079869,0.0044954408930304,0.329220807427191,0.176110794596718,0.21757059986315,0.463346486654741,0.0042468436793165,0.223791795019439,0.129851362523298,0.171382964228804,0.419103519638237,0.0038640559194997,0.17720504085817,0.103977414348395
e46417a7,5.7107277,0.0,0.044308513,0.1650694,5.7107277,0.9381705,0.0,0.018522311,0.050221093,0.9381705,74.47009,2620.0,0.0,10.085991,267.9062,2620.0,10.012774,283.20596,0.1266816,5.1481857,12.363091,283.07928,0.0,0.252960259338646,0.875970858583848,0.0156437719647632,0.158104053589826,0.230609818247235,0.203398940208628,0.605037107590276,0.0189155842801584,0.167764749654452,0.162963398548729,0.159973951318085,0.497201925340859,0.0161758345269125,0.140421262643501,0.12154413507953
7b0a4060,4.324766,0.0,0.03292289,0.16721794,4.324766,1.2780207,0.0,0.010707422,0.05018141,1.2780207,122.99946,2642.0,0.0,6.4304676,420.15182,2642.0,7.157602,127.4,0.0,3.25,8.70698,127.4,0.0,0.461740446143631,0.943979380287541,0.0181311573227504,0.448407179986437,0.160970815721643,0.340517487817344,0.788053946292752,0.0131365615630784,0.337767888672513,0.127388174052651,0.255460179893196,0.558929820542592,0.010529733642818,0.240666463481202,0.100184934366418
5f574f3d,3.8430529,0.0,0.018502317,0.12557107,3.8430529,1.1778798,0.0,0.0012832913,0.012438327,1.1778798,16.755053,2614.0,0.0,6.292409,43.600666,2614.0,14.282581,170.66667,0.0,8.697377,14.851172,170.66667,0.0186819880650024,0.370006115453062,0.737384562628965,0.119502912155197,0.324812899393146,0.184730688084337,0.255522299442737,0.522983518702958,0.0665826771423074,0.226243002413776,0.133068209578528,0.19458165195249,0.471088189080971,0.0539893491242575,0.149984145702385,0.114569786032972
8c1f9196,2.2054234,0.0,0.015398143,0.05110035,2.2054234,2.48084,0.0,0.0019077,0.0153400265,2.48084,76.79273,2637.4,0.0,6.692583,283.2843,2637.4,10.734938,113.2,0.0,6.9249125,11.251396,113.2,0.0778678366051953,0.16675606840068,0.445027545110012,0.0087231723746905,0.151869510128855,0.0942499445317916,0.0977797101767722,0.203802847747243,0.0086549121162129,0.0880759438055293,0.0440553123748273,0.0736931187240173,0.120285699561716,0.0086119516946685,0.0666284236800839,0.028377402596288
5e57bd12,0.62555057,0.0,0.047425803,0.0043126047,0.62555057,0.058718756,0.041717824,0.04733783,0.0037077696,0.017000932,17.981455,111.0,0.0,18.0,0.54736,111.0,18.0,18.0,18.0,18.0,0.0,0.0,0.96314326464082,0.052976710844785,0.122868121632685,0.0445885369243721,0.0481432837434113,0.0150607423108827,0.0508502174578607,0.0716983591827254,0.0444603591019081,0.0480966093432572,0.0057846273846058,0.0502016338002286,0.0580155244614515,0.0443036707945996,0.0480847650104099,0.0040963301497375
d3da09e8,2.6186488,0.0,0.018796343,0.06759695,2.6186488,1.6109059,0.0,0.009096555,0.04913827,1.6109059,388.63086,2640.75,0.0,20.974567,717.0227,2640.75,55.869934,2615.0,0.0,11.331472,170.40195,2615.0,0.0,0.13367989661798,0.310228526305097,0.0404493371322436,0.123242238900518,0.0677802738540947,0.104764807191186,0.219928472287983,0.0310286384966983,0.0969779272373368,0.049472536338778,0.0845079398056993,0.198726835260956,0.0266411604720279,0.0826127444180792,0.0421829009827189
